date;time;status;reference;description;assetType;type;isin;shares;price;amount;fee;tax;currency
2025-12-06;01:00:00;Executed;"SWITCH-101-peaa4fChmSyeXtJHDJp71N-US83406F1021-WDP";"SoFi Technologies";Security;Security transfer;US83406F1021;33,276;23,95;796,9602;;;EUR
2025-12-05;01:00:00;Executed;"WWUM 00596221210";"SoFi Technologies";Security;Security transfer;US83406F1021;-33,276;24,06;-800,62056;;;EUR
2025-12-05;01:00:00;Executed;"WWUM 00596220803";"China Mobile";Security;Security transfer;HK0941009539;-6;9,59327809;-57,55966854;;;EUR
2025-12-05;01:00:00;Executed;"WWUM 00596220892";"Alibaba Group Hldg";Security;Security transfer;KYG017191142;-70;16,96;-1.187,20;;;EUR
2025-12-05;01:00:00;Executed;"WWUM 00596221097";"Rocket Lab";Security;Security transfer;US7731211089;-83;42,60;-3.535,80;;;EUR
2025-12-05;01:00:00;Executed;"WWUM 00596220689";"Rheinmetall";Security;Security transfer;DE0007030009;-3;1.540,00;-4.620,00;;;EUR
2025-12-05;01:00:00;Executed;"52025004";"KKT-Abschluss";Cash;Interest;;;;-17,71;0,00;0,00;EUR
2025-12-05;01:00:00;Executed;"2ZHWDEGAFXGF7RKCGLVSY4";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2025-12-05;01:00:00;Executed;"WWUM 00596221003";"Coinbase Global A";Security;Security transfer;US19260Q1076;-8;235,60;-1.884,80;;;EUR
2025-12-04;11:29:32;Executed;"SCALoUCNFKPUtTS";"VanEck Quantum Computing (Acc)";Security;Savings plan;IE0007Y8Y157;0,91722;21,805;-19,9999821;0,00;0,00;EUR
2025-12-04;11:00:31;Executed;"SCALBVma6zi4b5R";"Nu Holdings A";Security;Savings plan;KYG6683N1034;1,332267;15,012;-19,999992204;0,00;0,00;EUR
2025-12-03;01:00:00;Executed;"3JQIYGKCGDGJHDS99CXPW1";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;40,00;0,00;;EUR
2025-11-27;01:00:00;Executed;"281238_peaa4fChmSyeXtJHDJp71N";"Petrobras - Petroleo Brasileiro SA Vz.";Cash;Distribution;BRPETRACNPR6;;;0,26;0,00;0,09;EUR
2025-11-24;01:00:00;Executed;"251124-WZAIGQ6WGY5EBPCFZRNCBG";"+broker";Cash;Deposit;;;;5,00;0,00;;EUR
2025-11-19;16:11:53;Executed;"SCALWQa4wXiKU4H";"SoFi Technologies";Security;Buy;US83406F1021;13;23,09;-300,17;0,00;0,00;EUR
2025-11-19;16:11:04;Executed;"SCALYJTWwu9Yf4N";"VanEck Quantum Computing (Acc)";Security;Sell;IE0007Y8Y157;12;21,07;252,84;0,00;0,00;EUR
2025-11-19;14:19:35;Executed;"SCALcU1vyhz4WWf";"Rheinmetall";Security;Buy;DE0007030009;1;1.610,50;-1.610,50;0,00;0,00;EUR
2025-11-19;14:19:15;Executed;"SCALCQWTZ7b56tr";"Alibaba Group Hldg";Security;Sell;KYG017191142;95;17,21;1.634,95;0,00;0,00;EUR
2025-11-19;01:00:00;Executed;"AASE 89621923";"";Cash;Taxes;;;;82,41;0,00;;EUR
2025-11-17;01:00:00;Executed;"RZDTVMG8HOLWPEO5";"Entgelt PRIME+ Broker";Cash;Fee;;;;-4,99;0,00;;EUR
2025-11-13;11:24:30;Executed;"SCALkQaMX18RmgL";"SoFi Technologies";Security;Savings plan;US83406F1021;0,721891;27,705;-19,999990155;0,00;0,00;EUR
2025-11-12;01:00:00;Executed;"6PAKZGKDHNJRK9CLDKQMOA";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2025-11-07;11:44:30;Executed;"SCALURVmaJvPyAQ";"Petrobras - Petroleo Brasileiro SA Vz.";Security;Savings plan;BRPETRACNPR6;3,835091;5,215;-19,999999565;0,00;0,00;EUR
2025-11-06;01:00:00;Executed;"7XJTC8RTPEISSLUBUERRBS";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2025-11-04;13:58:30;Executed;"SCALE96QFrCK7pW";"Nu Holdings A";Security;Savings plan;KYG6683N1034;1,453065;13,764;-19,99998666;0,00;0,00;EUR
2025-11-04;13:52:03;Executed;"SCALYLur49pBrKF";"VanEck Quantum Computing (Acc)";Security;Savings plan;IE0007Y8Y157;0,858922;23,285;-19,99999877;0,00;0,00;EUR
2025-11-03;01:00:00;Executed;"JWUJXZRGPAORQHCRCKRBHT";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;40,00;0,00;;EUR
2025-10-30;14:22:52;Executed;"SCALvY2N1W3x88V";"Chipotle Mexican Grill";Security;Buy;US1696561059;1;27,60;-27,60;0,99;0,00;EUR
2025-10-30;01:00:00;Executed;"544c9212cefd415387b9e2";"Refer a Friend - Bonus";Cash;Deposit;;;;25,00;0,00;;EUR
2025-10-22;02:00:00;Executed;"251022-GS6TEWJXTVGZT7BYKKEHBU";"+broker";Cash;Deposit;;;;5,00;0,00;;EUR
2025-10-17;19:27:52;Executed;"SCALRXHgmEZLp8t";"Alibaba Group Hldg";Security;Buy;KYG017191142;15;17,902;-268,53;0,00;0,00;EUR
2025-10-17;18:00:26;Executed;"SCAL8GyNq8uxbC6";"Rheinmetall";Security;Buy;DE0007030009;2;1.672,50;-3.345,00;0,00;0,00;EUR
2025-10-17;17:59:44;Executed;"SCALbcU5ib8ePi1";"Cloudflare A";Security;Sell;US18915M1071;21;176,92;3.715,32;0,00;47,54;EUR
2025-10-15;02:00:00;Executed;"UODY3J6JEFQMVMVI";"Entgelt PRIME+ Broker";Cash;Fee;;;;-4,99;0,00;;EUR
2025-10-14;19:36:38;Executed;"SCALzZyBBzX8sWM";"SoFi Technologies";Security;Buy;US83406F1021;4;24,12;-96,48;0,99;0,00;EUR
2025-10-13;11:27:30;Executed;"SCALwv7gQ8BLK2v";"SoFi Technologies";Security;Savings plan;US83406F1021;0,842282;23,745;-19,99998609;0,00;0,00;EUR
2025-10-10;02:00:00;Executed;"VZKHTDMJALUYHMPZJRBVNR";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2025-10-07;11:31:00;Executed;"SCALrxExe68eJjD";"Petrobras - Petroleo Brasileiro SA Vz.";Security;Savings plan;BRPETRACNPR6;3,897116;5,132;-19,999999312;0,00;0,00;EUR
2025-10-06;11:53:38;Executed;"SCALjf4wYXTWCjU";"VanEck Quantum Computing (Acc)";Security;Savings plan;IE0007Y8Y157;0,855249;23,385;-19,999997865;0,00;0,00;EUR
2025-10-06;11:37:31;Executed;"SCALbSvqsxjo2B3";"Nu Holdings A";Security;Savings plan;KYG6683N1034;1,513546;13,214;-19,999996844;0,00;0,00;EUR
2025-10-06;02:00:00;Executed;"HCT3D4JJEQUZZCZA5T1JG8";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2025-10-03;02:00:00;Executed;"WWEK 52292629";"NVIDIA";Cash;Distribution;US67066G1040;;;0,15;0,00;0,04;EUR
2025-10-03;02:00:00;Executed;"PHEFZCALGE7YYTGYQ62WVH";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;40,00;0,00;;EUR
2025-10-02;17:27:54;Executed;"SCALsar5wP83esA";"Alibaba Group Hldg";Security;Buy;KYG017191142;150;20,28;-3.042,00;0,00;0,00;EUR
2025-10-02;17:26:04;Executed;"SCALCLJXgtjC8jn";"Amazon.com";Security;Sell;US0231351067;17;188,64;3.206,88;0,00;0,00;EUR
2025-10-02;02:00:00;Executed;"AASE 85723589";"";Cash;Taxes;;;;6,75;0,00;;EUR
2025-10-01;14:51:23;Cancelled;"SCALPZSDbhFaHNf";"Coinbase Global A";Security;Sell;US19260Q1076;0;0,00;0,00;0,00;0,00;EUR
2025-10-01;02:00:00;Executed;"d4974b7e-7289-4ea9-8fee-09aaceb582e6";;Cash;Interest;;;;0,05;0,00;0,02;EUR
2025-09-30;16:13:00;Executed;"SCALj1iibvKmwh2";"SoFi Technologies";Security;Sell;US83406F1021;11;22,235;244,585;0,99;25,38;EUR
2025-09-30;02:00:00;Executed;"ARKA 00820502707";"KKT-Abschluss";Cash;Interest;;;;-24,02;0,00;0,02;EUR
2025-09-29;12:40:34;Executed;"SCALoKVfF3yxTtZ";"Amazon.com";Security;Buy;US0231351067;17;190,06;-3.231,02;0,00;0,00;EUR
2025-09-29;12:39:35;Executed;"SCAL2PsZAV6qENN";"NVIDIA";Security;Sell;US67066G1040;22;153,10;3.368,20;0,00;391,28;EUR
2025-09-24;16:52:02;Executed;"SCALcsrMkZNfEqm";"VanEck Quantum Computing (Acc)";Security;Buy;IE0007Y8Y157;6;22,045;-132,27;0,99;0,00;EUR
2025-09-23;21:02:32;Executed;"SCALXJN8Pp37Aop";"Coinbase Global A";Security;Buy;US19260Q1076;8;271,05;-2.168,40;0,00;0,00;EUR
2025-09-23;21:01:25;Executed;"SCAL3hfyFULGbNX";"Alphabet A";Security;Sell;US02079K3059;11;212,40;2.336,40;0,00;37,41;EUR
2025-09-22;02:00:00;Executed;"250922-NTCTDDR6XP4SPJXCDQVF5R";"+broker";Cash;Deposit;;;;5,00;0,00;;EUR
2025-09-18;11:43:06;Executed;"SCALqSqbLJfE8qu";"VanEck Quantum Computing (Acc)";Security;Buy;IE0007Y8Y157;4;20,75;-83,00;0,99;0,00;EUR
2025-09-18;11:42:27;Executed;"SCALxtTMqHXbhAc";"Scandinavian Tobacco Group";Security;Sell;DK0060696300;7;12,16;85,12;0,99;0,00;EUR
2025-09-18;10:56:34;Executed;"SCALankDFTgJyKH";"VanEck Quantum Computing (Acc)";Security;Buy;IE0007Y8Y157;2;20,79;-41,58;0,99;0,00;EUR
2025-09-18;10:55:57;Executed;"SCALrTuURzbTZDe";"Ferrexpo";Security;Sell;GB00B1XH2C03;50;0,625;31,25;0,99;0,00;EUR
2025-09-18;02:00:00;Executed;"WWEK 51340638";"China Mobile";Cash;Distribution;HK0941009539;;;1,33;0,00;0,47;EUR
2025-09-18;02:00:00;Executed;"AASE 84525691";"";Cash;Taxes;;;;0,43;0,00;;EUR
2025-09-16;02:00:00;Executed;"WWEK 51154716";"Alphabet A";Cash;Distribution;US02079K3059;;;1,45;0,00;0,50;EUR
2025-09-15;11:58:30;Executed;"SCAL5hnifrfHyKW";"SoFi Technologies";Security;Savings plan;US83406F1021;0,872029;22,935;-19,999985115;0,00;0,00;EUR
2025-09-15;02:00:00;Executed;"3V2JMYW5JF1RWXT1";"Entgelt PRIME+ Broker";Cash;Fee;;;;-4,99;0,00;;EUR
2025-09-12;02:00:00;Executed;"C2KBEVMLFTM91GEJSCRZ3A";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2025-09-08;20:30:12;Executed;"SCALZyH93G2AuDn";"SoFi Technologies";Security;Buy;US83406F1021;3;22,09;-66,27;0,99;0,00;EUR
2025-09-08;11:02:00;Executed;"SCALrn1UW1ee9Ra";"Petrobras - Petroleo Brasileiro SA Vz.";Security;Savings plan;BRPETRACNPR6;3,952569;5,06;-19,99999914;0,00;0,00;EUR
2025-09-05;19:11:25;Executed;"SCALhXZ5sqwJ14e";"Scandinavian Tobacco Group";Security;Buy;DK0060696300;7;12,24;-85,68;0,99;0,00;EUR
2025-09-05;15:49:21;Executed;"SCALYA2RKoUgqAL";"Alphabet A";Security;Buy;US02079K3059;11;200,25;-2.202,75;0,00;0,00;EUR
2025-09-05;15:47:49;Executed;"SCAL1pShsQqY3Wz";"Coinbase Global A";Security;Sell;US19260Q1076;9;261,60;2.354,40;0,00;0,00;EUR
2025-09-05;02:00:00;Executed;"OF69ZX66HLQPHRTGBSAMNW";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2025-09-05;02:00:00;Executed;"AASE 84335262";"";Cash;Taxes;;;;21,28;0,00;;EUR
2025-09-04;11:46:32;Executed;"SCALGUBimnoz8nz";"VanEck Quantum Computing (Acc)";Security;Savings plan;IE0007Y8Y157;1,072386;18,65;-19,9999989;0,00;0,00;EUR
2025-09-04;11:17:01;Executed;"SCALegbFfPZxQX1";"Nu Holdings A";Security;Savings plan;KYG6683N1034;1,56128;12,81;-19,9999968;0,00;0,00;EUR
2025-09-03;02:00:00;Executed;"6E1JFWVPGSNTNN5Z3BBJIZ";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;40,00;0,00;;EUR
2025-08-22;02:00:00;Executed;"250822-KOXH9WYQVQHZLGZNSWUHHF";"+broker";Cash;Deposit;;;;5,00;0,00;;EUR
2025-08-21;20:18:11;Executed;"SCALfyqv3sx3Bjs";"Ferrexpo";Security;Buy;GB00B1XH2C03;50;0,645;-32,25;0,99;0,00;EUR
2025-08-15;02:00:00;Executed;"5B6UWCIOX3DDQ2YG";"Entgelt PRIME+ Broker";Cash;Fee;;;;-4,99;0,00;;EUR
2025-08-13;11:57:01;Executed;"SCAL4LycD1aMM6Y";"SoFi Technologies";Security;Savings plan;US83406F1021;0,969461;20,63;-19,99998043;0,00;0,00;EUR
2025-08-12;16:00:57;Executed;"SCALvQAqgPhAmmJ";"Coinbase Global A";Security;Buy;US19260Q1076;9;270,05;-2.430,45;0,00;0,00;EUR
2025-08-12;15:58:52;Executed;"SCALRZnsVN6tymL";"ASML Holding";Security;Sell;NL0010273215;4;624,50;2.498,00;0,00;32,58;EUR
2025-08-12;02:00:00;Executed;"4IBKHXXEYCPYLVU4PRTYRQ";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2025-08-11;17:58:04;Executed;"SCALoy8raUc2HLb";"SoFi Technologies";Security;Buy;US83406F1021;8;19,80;-158,40;0,99;0,00;EUR
2025-08-11;16:08:21;Executed;"SCALmgKmHTLeEtW";"Cloudflare A";Security;Buy;US18915M1071;7;177,36;-1.241,52;0,00;0,00;EUR
2025-08-11;15:43:35;Cancelled;"SCALJgBCFeJRyiJ";"Coinbase Global A";Security;Buy;US19260Q1076;0;0,00;0,00;0,00;0,00;EUR
2025-08-11;15:41:21;Executed;"SCALinxrPtQo5Dn";"Novo-Nordisk B";Security;Sell;DK0062498333;33;43,095;1.422,135;0,00;34,73;EUR
2025-08-08;13:42:30;Executed;"SCALMxVNG2rpuUJ";"SoFi Technologies";Security;Buy;US83406F1021;5;19,234;-96,17;0,99;0,00;EUR
2025-08-07;16:37:01;Executed;"SCALPdCJR5bTs3k";"Petrobras - Petroleo Brasileiro SA Vz.";Security;Savings plan;BRPETRACNPR6;3,756574;5,324;-19,999999976;0,00;0,00;EUR
2025-08-07;08:30:48;Executed;"SCALyu8hK9sYJEg";"Novo-Nordisk B";Security;Buy;DK0062498333;33;39,335;-1.298,055;0,00;0,00;EUR
2025-08-07;08:28:53;Executed;"SCAL4ZcSM1booJE";"Hoeegh Autoliners";Security;Sell;NO0011082075;128;9,305;1.191,04;0,00;0,00;EUR
2025-08-07;02:00:00;Executed;"AASE 83243280";"";Cash;Taxes;;;;47,37;0,00;;EUR
2025-08-06;02:00:00;Executed;"EKCVVGQKIFGYBZTNPCQ6AD";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2025-08-05;16:58:13;Executed;"SCALxedBXwWxTG2";"ASML Holding";Security;Buy;NL0010273215;4;595,40;-2.381,60;0,00;0,00;EUR
2025-08-04;20:22:55;Executed;"SCALk5SHMiQ1gvD";"Cloudflare A";Security;Buy;US18915M1071;6;181,30;-1.087,80;0,00;0,00;EUR
2025-08-04;20:19:54;Cancelled;"SCALnMTzJVrv6rc";"ROCKET LAB CORP.";Security;Sell;US7731211089;0;0,00;0,00;0,00;0,00;EUR
2025-08-04;20:08:33;Executed;"SCALxrcuj4amcAo";"ROCKET LAB CORP.";Security;Buy;US7731211089;25;39,20;-980,00;0,00;0,00;EUR
2025-08-04;11:43:32;Executed;"SCAL7H5G8UXw8GD";"VanEck Quantum Computing UCITS ETF";Security;Savings plan;IE0007Y8Y157;1,096972;18,232;-19,999993504;0,00;0,00;EUR
2025-08-01;15:46:21;Executed;"SCALUBxJSv9Eqhu";"Robinhood Markets A";Security;Sell;US7707001027;29;80,93;2.346,97;0,00;80,75;EUR
2025-08-01;02:00:00;Executed;"IT1HELV3ETBRQTCU5JFEHP";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2025-07-31;22:09:09;Executed;"SCALhsppBAaKaRU";"Coinbase Global A";Security;Sell;US19260Q1076;8;303,45;2.427,60;0,00;74,35;EUR
2025-07-31;07:05:04;Cancelled;"SCAL7455GhhiAyM";"Robinhood Markets A";Security;Sell;US7707001027;0;0,00;0,00;0,00;0,00;EUR
2025-07-28;13:11:42;Cancelled;"SCALBi9tcLyUzLC";"Robinhood Markets A";Security;Sell;US7707001027;0;0,00;0,00;0,00;0,00;EUR
2025-07-22;12:53:39;Cancelled;"SCALqkotBfXhrtq";"ROCKET LAB CORP.";Security;Sell;US7731211089;0;0,00;0,00;0,00;0,00;EUR
2025-07-22;02:00:00;Executed;"250722-DQBHANDEHK5ZTHGAXJWKQI";"+broker";Cash;Deposit;;;;5,00;0,00;;EUR
2025-07-17;16:52:39;Cancelled;"SCALePXkkPSVcR7";"Coinbase Global A";Security;Sell;US19260Q1076;0;0,00;0,00;0,00;0,00;EUR
2025-07-16;19:02:25;Executed;"SCALvHpUNKZTcA9";"SoFi Technologies";Security;Buy;US83406F1021;2;18,26;-36,52;0,99;0,00;EUR
2025-07-15;17:32:56;Executed;"SCALwS9xYq7E3ku";"ROCKET LAB CORP.";Security;Buy;US7731211089;26;38,60;-1.003,60;0,00;0,00;EUR
2025-07-15;17:16:03;Executed;"SCAL2m8tpSj4qom";"Uber Technologies";Security;Sell;US90353T1007;13;79,42;1.032,46;0,00;0,00;EUR
2025-07-15;02:00:00;Executed;"YMNB9ONJ2QK6A4E1";"Entgelt PRIME+ Broker";Cash;Fee;;;;-4,99;0,00;;EUR
2025-07-15;02:00:00;Executed;"AASE 81357808";"";Cash;Taxes;;;;0,72;0,00;;EUR
2025-07-14;11:28:01;Executed;"SCALz5hYA4ZcycW";"SoFi Technologies";Security;Savings plan;US83406F1021;1,095;18,262;-19,99689;0,00;0,00;EUR
2025-07-11;02:00:00;Executed;"BKFCGJJWBHPXUGTHGRLGA2";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2025-07-10;16:47:31;Executed;"SCAL3HQtzFrZ58k";"Nu Holdings A";Security;Savings plan;KYG6683N1034;1,805706;11,076;-19,999999656;0,00;0,00;EUR
2025-07-09;02:00:00;Executed;"TWRB3J72KB6STTQUUU3GEC";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2025-07-07;11:11:01;Executed;"SCALY4ivgw1qgDr";"Petrobras - Petroleo Brasileiro SA Vz.";Security;Savings plan;BRPETRACNPR6;3,801558;5,261;-19,999996638;0,00;0,00;EUR
2025-07-04;02:00:00;Executed;"WWEK 48813911";"NVIDIA";Cash;Distribution;US67066G1040;;;0,15;0,00;0,04;EUR
2025-07-04;02:00:00;Executed;"98UXDETKOYUJTFBFPCBZWG";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2025-07-02;22:30:04;Executed;"SCALdtf67TFdHYx";"SoFi Technologies";Security;Buy;US83406F1021;1;15,378;-15,378;0,99;0,00;EUR
2025-07-02;21:50:52;Executed;"SCALQxxHauT8SNF";"Robinhood Markets A";Security;Buy;US7707001027;12;83,24;-998,88;0,00;0,00;EUR
2025-07-02;02:00:00;Executed;"959380691";"Scal";Cash;Deposit;;;;1.000,00;0,00;;EUR
2025-07-01;10:16:52;Executed;"SCAL9pDfoY5mvmZ";"ROCKET LAB CORP.";Security;Buy;US7731211089;32;30,95;-990,40;0,00;0,00;EUR
2025-07-01;10:14:32;Executed;"SCALsxqoKrggLK1";"Uber Technologies";Security;Sell;US90353T1007;13;79,05;1.027,65;0,00;0,00;EUR
2025-07-01;02:00:00;Executed;"e3cb00ca-fe7c-462a-a7b7-731560286408";;Cash;Interest;;;;0,02;0,00;0,00;EUR
2025-07-01;02:00:00;Executed;"AASE 80526054";"";Cash;Taxes;;;;2,06;0,00;;EUR
2025-06-30;02:00:00;Executed;"52025002";"KKT-Abschluss";Cash;Interest;;;;-24,75;0,00;0,00;EUR
2025-06-26;20:31:58;Executed;"SCALj5Nhb7MguHf";"Uber Technologies";Security;Buy;US90353T1007;26;79,62;-2.070,12;0,00;0,00;EUR
2025-06-26;20:29:58;Executed;"SCALScGFXu5yyBZ";"iShares EURO STOXX Banks 30-15 (Dist)";Security;Sell;DE0006289309;110;19,814;2.179,54;0,00;57,77;EUR
2025-06-26;02:00:00;Executed;"WWEK 48106057";"China Mobile";Cash;Distribution;HK0941009539;;;1,19;0,00;0,43;EUR
2025-06-23;17:36:55;Executed;"SCAL8Mtob8DTu6v";"iShares EURO STOXX Banks 30-15 (Dist)";Security;Buy;DE0006289309;10;19,55;-195,50;0,99;0,00;EUR
2025-06-23;16:16:26;Executed;"SCALMd65eRow6uK";"Coinbase Global A";Security;Buy;US19260Q1076;8;270,25;-2.162,00;0,00;0,00;EUR
2025-06-23;16:15:10;Executed;"SCALwFTUVkZjuHX";"Palantir Technologies";Security;Sell;US69608A1088;20;121,06;2.421,20;0,00;107,45;EUR
2025-06-23;02:00:00;Executed;"250623-37V2LHCJLM5T4KE66ZM2P9";"+broker";Cash;Deposit;;;;5,00;0,00;;EUR
2025-06-15;02:00:00;Executed;"EM6NOC4DTXIWLP7R";"Entgelt PRIME+ Broker";Cash;Fee;;;;-4,99;0,00;;EUR
2025-06-13;11:41:01;Executed;"SCALvRnJhLxq8zn";"SoFi Technologies";Security;Savings plan;US83406F1021;1,609;12,426;-19,993434;0,00;0,00;EUR
2025-06-12;02:00:00;Executed;"VZ1RIFJFZ2HLONRBUHEXAK";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2025-06-10;12:11:31;Executed;"SCALn1cbWdsbUJk";"Nu Holdings A";Security;Savings plan;KYG6683N1034;1,909854;10,472;-19,999991088;0,00;0,00;EUR
2025-06-10;08:11:19;Executed;"SCALEAnLCqsRdQC";"Robinhood Markets A";Security;Buy;US7707001027;1;64,85;-64,85;0,99;0,00;EUR
2025-06-09;02:00:00;Executed;"K2B5EJE33Z9DP8K4Z2F7BC";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2025-06-03;17:11:30;Executed;"SCAL6tRZZPMUW49";"Robinhood Markets A";Security;Buy;US7707001027;16;62,17;-994,72;0,00;0,00;EUR
2025-06-03;17:10:37;Executed;"SCALZCKyjaH9AfY";"Cloudflare A";Security;Sell;US18915M1071;7;150,38;1.052,66;0,00;0,00;EUR
2025-06-03;02:00:00;Executed;"AASE 72727459";"";Cash;Taxes;;;;3,21;0,00;;EUR
2025-05-22;02:00:00;Executed;"29nkgzzTuwSrTKdepRwaLM";"+broker";Cash;Deposit;;;;5,00;0,00;;EUR
2025-05-16;10:17:09;Executed;"SCALNGYbqsY5zog";"Hoeegh Autoliners";Security;Buy;NO0011082075;5;7,57;-37,85;0,99;0,00;EUR
2025-05-16;02:00:00;Executed;"U2XKMZ8I94HVGDHK";"Entgelt PRIME+ Broker";Cash;Fee;;;;-4,99;0,00;;EUR
2025-05-15;02:00:00;Executed;"WWEK 45508486";"Hoeegh Autoliners";Cash;Distribution;NO0011082075;;;42,76;0,00;48,20;EUR
2025-05-13;14:12:31;Executed;"SCAL16RvvjVtmeT";"SoFi Technologies";Security;Savings plan;US83406F1021;1,572;12,72;-19,99584;0,00;0,00;EUR
2025-05-12;11:30:02;Executed;"SCALRbCbtUwDtsd";"Nu Holdings A";Security;Savings plan;KYG6683N1034;1,67448;11,944;-19,99998912;0,00;0,00;EUR
2025-05-12;02:00:00;Executed;"6XTR6CWKUL4AHCWPPNBELV";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2025-05-09;02:00:00;Executed;"VCOZR4O6QA1MR6QBWYJRU1";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2025-05-08;07:40:12;Executed;"SCALiXZ5qisfcYq";"SoFi Technologies";Security;Buy;US83406F1021;4;11,76;-47,04;0,99;0,00;EUR
2025-05-08;07:30:04;Executed;"SCALE2FLLsrhn4g";"Palantir Technologies";Security;Buy;US69608A1088;1;98,81;-98,81;0,99;0,00;EUR
2025-05-05;17:26:32;Executed;"SCALkYEiN49Hf8K";"Palantir Technologies";Security;Buy;US69608A1088;8;109,44;-875,52;0,00;0,00;EUR
2025-05-05;17:26:02;Executed;"SCALhHt9R916QrY";"SoFi Technologies";Security;Sell;US83406F1021;84,271;11,31;953,10501;0,00;0,00;EUR
2025-05-05;02:00:00;Executed;"AASE 72276107";"";Cash;Taxes;;;;60,47;0,00;;EUR
2025-04-28;17:57:15;Executed;"SCALmBMiw3AvjW9";"Palantir Technologies";Security;Buy;US69608A1088;1;96,72;-96,72;0,99;0,00;EUR
2025-04-25;10:13:57;Executed;"SCALog9KHdT6fRR";"Palantir Technologies";Security;Buy;US69608A1088;10;96,63;-966,30;0,00;0,00;EUR
2025-04-25;10:13:17;Executed;"SCALvAu8skZoTJF";"Uber Technologies";Security;Sell;US90353T1007;15;69,06;1.035,90;0,00;0,00;EUR
2025-04-25;02:00:00;Executed;"AASE 72185336";"";Cash;Taxes;;;;19,73;0,00;;EUR
2025-04-22;17:14:52;Executed;"SCALj4waSrFGwHa";"NVIDIA";Security;Buy;US67066G1040;10;86,36;-863,60;0,00;0,00;EUR
2025-04-22;17:14:16;Executed;"SCALKMV8Sf3iqRX";"iShares EURO STOXX Banks 30-15 (Dist)";Security;Sell;DE0006289309;50;17,32;866,00;0,00;4,18;EUR
2025-04-22;02:00:00;Executed;"gWWGQgzVcoGqNhCBF6q2GB";"+broker";Cash;Deposit;;;;5,00;0,00;;EUR
2025-04-17;17:00:01;Executed;"SCALW61b3XtyX9o";"NVIDIA";Security;Buy;US67066G1040;1;88,28;-88,28;0,99;0,00;EUR
2025-04-16;08:50:10;Executed;"SCALYZUMHhy7L5k";"NVIDIA";Security;Buy;US67066G1040;11;92,60;-1.018,60;0,00;0,00;EUR
2025-04-16;08:48:36;Executed;"SCALWdZkHkzwFFA";"Novo-Nordisk B";Security;Sell;DK0062498333;20;56,13;1.122,60;0,00;0,00;EUR
2025-04-16;02:00:00;Executed;"AASE 72093120";"";Cash;Taxes;;;;12,47;0,00;;EUR
2025-04-15;02:00:00;Executed;"VXEKJRGBOMDULTPL";"Entgelt PRIME+ Broker";Cash;Fee;;;;-4,99;0,00;;EUR
2025-04-14;11:25:02;Executed;"SCALVLGSsKVJ4ci";"SoFi Technologies";Security;Savings plan;US83406F1021;4,134;9,674;-39,992316;0,00;0,00;EUR
2025-04-11;02:00:00;Executed;"PXPZ3WWSCPYHGUROMH5IN4";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;40,00;0,00;;EUR
2025-04-10;11:34:01;Executed;"SCALMpkoyprT3uG";"Nu Holdings A";Security;Savings plan;KYG6683N1034;1,563477;9,594;-14,999998338;0,00;0,00;EUR
2025-04-09;02:00:00;Executed;"BWH9YERD5NKJZSZNYPMKL5";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;15,00;0,00;;EUR
2025-04-08;09:30:48;Executed;"SCALt1f38fy8M2R";"Novo-Nordisk B";Security;Buy;DK0062498333;20;58,36;-1.167,20;0,00;0,00;EUR
2025-04-08;09:21:43;Cancelled;"SCALYkw1fnGtW9m";"Novo-Nordisk B";Security;Buy;DK0062498333;0;0,00;0,00;0,00;0,00;EUR
2025-04-02;02:00:00;Executed;"954501745";"Bank";Cash;Deposit;;;;1.000,00;0,00;;EUR
